PumpID,Pump Name,Brand,Review,Rating,City,State,Latitude,Longitude
KA1046,Mohan Enterprises,BPCL,"""Friendly staff, quick refueling.""",4.2,Shimoga,Karnataka,13.9299,75.5681
KA1047,Shree Venkateshwara Station,IOCL,"""Good facilities, staff could be faster.""",3.8,Tumakuru,Karnataka,13.3392,77.113
KA1048,Sri Lakshmi Fuel Stop,BPCL,"""Clean station, good location.""",4.1,Tumakuru,Karnataka,13.3392,77.113
KA1049,Sai Krishna Service Station,HPCL,"""Friendly staff, average waiting time.""",4,Tumakuru,Karnataka,13.3392,77.113
KA1050,Bhramarambha Fuel Point,IOCL,"""Quick refueling, clean premises.""",4.2,Tumakuru,Karnataka,13.3392,77.113
KA1051,Mohan Enterprises,HPCL,"""Good fuel, decent staff.""",3.9,Tumakuru,Karnataka,13.3392,77.113
KA1052,Sri Venkateshwara Station,IOCL,"""Convenient location, service is okay.""",3.7,Bellary,Karnataka,15.1394,76.9214
KA1053,Sai Krishna Fuel Stop,BPCL,"""Clean, staff helpful.""",4,Bellary,Karnataka,15.1394,76.9214
KA1054,Shree Channakeshava Station,HPCL,"""Quick service, but can get crowded.""",3.8,Bellary,Karnataka,15.1394,76.9214
KA1055,Mohan Enterprises,IOCL,"""Good fuel quality, staff polite.""",4.1,Bellary,Karnataka,15.1394,76.9214
KA1056,Bhramarambha Fuel Point,BPCL,"""Average service, clean station.""",3.9,Bellary,Karnataka,15.1394,76.9214
KL1057,Sakthi Fuels,IndianOil,"Reliable service, clean facilities, friendly staff.",4.5,Kannur,Kerala,11.8745,75.3704
KL1058,Pilathara Fuels,IndianOil,"24/7 availability, good fuel quality, well-maintained.",4.2,Kannur,Kerala,11.874,75.37
KL1059,S B Fuels,IndianOil,"Efficient service, quick turnaround time, courteous attendants.",4.3,Kannur,Kerala,11.8735,75.3695
KL1060,Matha Fuels,IndianOil,"Clean restrooms, ample parking space, prompt service.",4.1,Kannur,Kerala,11.873,75.369
KL1061,Servosonic Fuels,IndianOil,"Good fuel quality, friendly staff, convenient location.",4.4,Kannur,Kerala,11.8725,75.3685
KL1062,BPCL Ambalamugal,BPCL,"Excellent fuel quality, well-maintained, 24/7 service.",4.6,Ernakulam,Kerala,10,76
KL1063,Jewel Fuels,BPCL,"Friendly staff, quick service, clean facilities.",4.2,Ernakulam,Kerala,9.9995,76.0005
KL1064,Valappil Enterprises,IndianOil,"Efficient service, good fuel quality, clean restrooms.",4.3,Ernakulam,Kerala,9.999,76.001
KL1065,BPCL M. S. Fuels,BPCL,"24/7 availability, courteous staff, clean premises.",4.4,Thiruvananthapuram,Kerala,8.5,76.9
KL1066,A.V.J. Fuels,BPCL,"Good fuel quality, quick service, clean restrooms.",4.1,Thiruvananthapuram,Kerala,8.4995,76.9005
KL1067,Kumar Fuels,IndianOil,"Reliable service, clean facilities, friendly staff.",4.5,Kochi,Kerala,9.9815,76.281
KL1068,H PC Dealers,HPCL,"Excellent fuel quality, well-maintained, 24/7 service.",5,Kochi,Kerala,9.9397,76.2676
KL1069,Kumar Pump Station,IndianOil,"Efficient service, quick turnaround time, courteous attendants.",3.9,Kochi,Kerala,9.981,76.2805
KL1070,Ace Enterprises,IndianOil,"Friendly staff, quick service, clean facilities.",4.2,Kochi,Kerala,9.9392,76.267
KL1071,SR Fuels,IndianOil,"Good fuel quality, friendly staff, convenient location.",4.3,Kochi,Kerala,9.981,76.2815
KL1072,KTC Petrol Bunk,Bharat Petroleum,"Prompt service, clean restrooms, ample parking space.",4.4,Kozhikode,Kerala,11.2588,75.7804
KL1073,Kutty Hassan Kutty,Bharat Petroleum,"Efficient service, good fuel quality, clean facilities.",4.3,Kozhikode,Kerala,11.258,75.7795
KL1074,Laxmi Trading,IndianOil,"Reliable service, friendly staff, well-maintained.",4.2,Kozhikode,Kerala,11.2575,75.779
KL1075,BPCL Petrol Pump,BPCL,"Excellent fuel quality, courteous staff, clean premises.",4.5,Kozhikode,Kerala,11.257,75.7785
KL1076,Reliance Petroleum,Reliance,"Quick service, clean facilities, good fuel quality.",4.1,Kozhikode,Kerala,11.2565,75.778
KL1077,BPCL Pananchery,BPCL,"Excellent fuel quality, well-maintained, 24/7 service.",4.6,Thrissur,Kerala,10.5275,76.212
KL1078,BPCL Ollur Fuels,BPCL,"Friendly staff, quick service, clean facilities.",4.3,Thrissur,Kerala,10.527,76.2115
KL1079,HPCL Thiruvilwamala,HPCL,"Efficient service, good fuel quality, clean restrooms.",4.2,Thrissur,Kerala,10.5265,76.211
KL1080,HPCL Kundannur,HPCL,"Reliable service, friendly staff, well-maintained.",4.4,Thrissur,Kerala,10.526,76.2105
KL1081,HPCL Kanippayyur,HPCL,"Quick service, clean facilities, good fuel quality.",4.1,Thrissur,Kerala,10.5255,76.21
KL1082,BPCL - M. S. Fuels,BPCL,"Excellent fuel quality, courteous staff, clean premises.",4.5,Thiruvananthapuram,Kerala,8.5,76.9
KL1083,BPCL - A.V.J. Fuels,BPCL,"Friendly staff, quick service, clean facilities.",4.3,Thiruvananthapuram,Kerala,8.4995,76.9005
KL1084,HPCL - Edava,HPCL,"Efficient service, good fuel quality, clean restrooms.",4.2,Thiruvananthapuram,Kerala,8.4985,76.901
KL1085,HPCL - Monivilasam,HPCL,"Reliable service, friendly staff, well-maintained.",4.4,Thiruvananthapuram,Kerala,8.4975,76.9015
KL1086,HPCL - Aryanad,HPCL,"Quick service, clean facilities, good fuel quality.",4.1,Thiruvananthapuram,Kerala,8.4965,76.902
KL1087,BPCL - Ambalamugal,BPCL,"Excellent fuel quality, well-maintained, 24/7 service.",4.6,Ernakulam,Kerala,10,76
KL1088,BPCL - Jewel Fuels,BPCL,"Friendly staff, quick service, clean facilities.",4.3,Ernakulam,Kerala,9.9995,76.0005
KL1089,IndianOil - Valappil,IndianOil,"Efficient service, good fuel quality, clean restrooms.",4.2,Ernakulam,Kerala,9.999,76.001
KL1090,HPCL - Kottiyam,HPCL,"Reliable service, friendly staff, well-maintained.",4.4,Kottayam,Kerala,9.981,76.271
KL1091,BPCL - Puthuppally,BPCL,"Quick service, clean facilities, good fuel quality.",4.1,Kottayam,Kerala,9.9805,76.2715
KL1092,IndianOil - Kanjirappally,IndianOil,"Friendly staff, quick service, clean facilities.",4.3,Kottayam,Kerala,9.98,76.272
KL1093,HPCL - Kalady,HPCL,"Efficient service, good fuel quality, clean restrooms.",4.2,Kalady,Kerala,10.1673,76.6673
KL1094,BPCL - Perumbavoor,BPCL,"Reliable service, friendly staff, well-maintained.",4.4,Perumbavoor,Kerala,10.167,76.667
KL1095,HPCL - Aluva,HPCL,"Quick service, clean facilities, good fuel quality.",4.1,Aluva,Kerala,10.1675,76.6675
KL1096,BPCL - Angamaly,BPCL,"Friendly staff, quick service, clean facilities.",4.3,Angamaly,Kerala,10.1678,76.6678
KL1097,Ashoka Service Station,IndianOil,"Reliable service, clean facilities, friendly staff.",4.5,Kannur,Kerala,11.8745,75.3704
KL1098,Swift Petroleum,IndianOil,"24/7 availability, good fuel quality, well-maintained.",4.2,Kannur,Kerala,11.875,75.3708
KL1099,Pavithra Fuels,HPCL,"Efficient service, quick turnaround time, courteous attendants.",4.3,Kannur,Kerala,11.8755,75.3712
KL1100,Sri Subramaniya Fuels,HPCL,"Clean restrooms, ample parking space, prompt service.",4.1,Kannur,Kerala,11.876,75.3716
KL1101,Malabar Produce Agency,HPCL,"Good fuel quality, friendly staff, convenient location.",4.4,Kannur,Kerala,11.8765,75.372
KL1102,Reliance Petroleum,Reliance,"Excellent fuel quality, well-maintained, 24/7 service.",4.6,Thrissur,Kerala,10.5275,76.212
KL1103,Four Star Agencies,Reliance,"Friendly staff, quick service, clean facilities.",4.3,Thrissur,Kerala,10.528,76.2125
KL1104,Jio-BP,Jio-BP,"Efficient service, good fuel quality, clean restrooms.",4.2,Thrissur,Kerala,10.5285,76.213
KL1105,Durga Fuels,IndianOil,"Reliable service, friendly staff, well-maintained.",4.4,Thrissur,Kerala,10.529,76.2135
KL1106,Madhavam Fuels,IndianOil,"Quick service, clean facilities, good fuel quality.",4.1,Thrissur,Kerala,10.5295,76.214
KL1107,Krishna Pump Station,IndianOil,"Friendly staff, quick service, clean facilities.",4.3,Thrissur,Kerala,10.53,76.2145
KL1108,Krishna Petrol Park,IndianOil,"Efficient service, good fuel quality, clean restrooms.",4.2,Thrissur,Kerala,10.5305,76.215
KL1109,Rapid Pump Station,IndianOil,"Reliable service, friendly staff, well-maintained.",4.4,Thrissur,Kerala,10.531,76.2155
KL1110,Shree Krishna Auto Fuels,IndianOil,"Quick service, clean facilities, good fuel quality.",4.1,Thrissur,Kerala,10.5315,76.216
KL1111,Freedom Petrol Pump,IndianOil,"Friendly staff, quick service, clean facilities.",4.3,Thrissur,Kerala,10.532,76.2165
MP1112,Modern Petrol Pump,Indian Oil,"Reliable service, clean premises.",4.5,Bhopal,Madhya Pradesh,23.2599,77.4126
MP1113,HPCL Fuel Station,HPCL,"Quick service, friendly staff.",4,Bhopal,Madhya Pradesh,23.2585,77.41
MP1114,BPCL City Pump,BPCL,"Convenient location, average fuel quality.",3.5,Bhopal,Madhya Pradesh,23.26,77.413
MP1115,Reliance Fuel Point,Reliance,"High-speed pumps, sometimes crowded.",4.2,Bhopal,Madhya Pradesh,23.261,77.414
MP1116,Shell Fuel Station,Shell,"Premium fuel, slightly higher prices.",4.3,Bhopal,Madhya Pradesh,23.262,77.415
MP1117,Shivam Petrol Pump,Independent,"Local favorite, good service.",4.1,Indore,Madhya Pradesh,22.7196,75.8577
MP1118,BPCL Indore Station,BPCL,"Clean facilities, prompt service.",4.4,Indore,Madhya Pradesh,22.72,75.858
MP1119,HPCL Indore Pump,HPCL,"Efficient fueling, friendly attendants.",4.2,Indore,Madhya Pradesh,22.721,75.859
MP1120,Indian Oil Indore,Indian Oil,"Consistent quality, moderate wait times.",4,Indore,Madhya Pradesh,22.722,75.86
MP1121,Reliance Indore Pump,Reliance,"High-speed pumps, sometimes crowded.",4.3,Indore,Madhya Pradesh,22.723,75.861
MP1132,Captain Upadhyay Energy Station,Indian Oil,"Reliable service, clean premises.",4.5,Gwalior,Madhya Pradesh,26.2183,78.1828
MP1133,Seth Ratilal Bechardas,Indian Oil,"Friendly staff, quick service.",4.2,Gwalior,Madhya Pradesh,26.2185,78.1829
MP1134,BPCL Shreeji Fuels,BPCL,"Good fuel quality, moderate wait times.",4,Gwalior,Madhya Pradesh,26.2187,78.183
MP1135,BPCL Raunak Fuels,BPCL,"Efficient fueling, friendly attendants.",4.3,Gwalior,Madhya Pradesh,26.2189,78.1831
MP1136,BPCL Kesar Shanti Filling Station,BPCL,"Clean facilities, prompt service.",4.4,Gwalior,Madhya Pradesh,26.2191,78.1832
MP1137,BPCL Anil Brothers,BPCL,"Consistent quality, moderate wait times.",4.1,Jabalpur,Madhya Pradesh,23.1815,79.9551
MP1138,BPCL Singhai Automobiles,BPCL,"High-speed pumps, sometimes crowded.",4.2,Jabalpur,Madhya Pradesh,23.1817,79.9552
MP1139,BPCL Paul Chowdhury Brothers,BPCL,"Premium fuel, slightly higher prices.",4.3,Jabalpur,Madhya Pradesh,23.1819,79.9553
MP1140,IOCL Swarup Automobiles,Indian Oil,"Efficient fueling, friendly attendants.",4,Jabalpur,Madhya Pradesh,23.1821,79.9554
MP1141,IOCL Rajabali Sullemanji,Indian Oil,"Reliable service, clean premises.",4.5,Jabalpur,Madhya Pradesh,23.1823,79.9555
MP1142,BPCL Govindram Hanumanprasad,BPCL,"Good fuel quality, moderate wait times.",4,Ujjain,Madhya Pradesh,23.1825,75.7789
MP1143,BPCL Bharat Automobiles,BPCL,"Friendly staff, quick service.",4.2,Ujjain,Madhya Pradesh,23.1827,75.779
MP1144,BPCL Nakoda Automobiles,BPCL,"Efficient fueling, friendly attendants.",4.3,Ujjain,Madhya Pradesh,23.1829,75.7791
MP1145,BPCL Khushi Fuel Station,BPCL,"Clean facilities, prompt service.",4.4,Ujjain,Madhya Pradesh,23.1831,75.7792
MP1146,BPCL Prashant Filling Station,BPCL,"Consistent quality, moderate wait times.",4.1,Ujjain,Madhya Pradesh,23.1833,75.7793
MP1147,IOCL Dr Shree Ram Sahani & Sons,Indian Oil,"Reliable service, clean premises.",4.5,Sagar,Madhya Pradesh,23.1825,78.7352
MP1148,IOCL Tomer Filling Station,Indian Oil,"Friendly staff, quick service.",4.2,Sagar,Madhya Pradesh,23.1827,78.7353
MP1149,IOCL Bajaj Filling Station,Indian Oil,"Efficient fueling, friendly attendants.",4.3,Sagar,Madhya Pradesh,23.1829,78.7354
MP1150,IOCL Chhaighariya Kisan Sewa Kendra,Indian Oil,"Clean facilities, prompt service.",4.4,Sagar,Madhya Pradesh,23.1831,78.7355
MP1151,IOCL Shuddh Filling Center,Indian Oil,"Consistent quality, moderate wait times.",4.1,Sagar,Madhya Pradesh,23.1833,78.7356
MP1152,IOCL Shree Ganesh Pump,Indian Oil,"Reliable service, clean premises.",4.5,Rewa,Madhya Pradesh,24.5366,81.3031
MP1153,BPCL Rewa Fuel Station,BPCL,"Friendly staff, quick service.",4.2,Rewa,Madhya Pradesh,24.5368,81.3032
MP1154,HPCL Rewa Pump,HPCL,"Efficient fueling, friendly attendants.",4.3,Rewa,Madhya Pradesh,24.537,81.3033
MP1155,Reliance Rewa Filling,Reliance,"Clean facilities, moderate wait times.",4.1,Rewa,Madhya Pradesh,24.5372,81.3034
MP1156,Shyam Fuel Station,Independent,"Good fuel quality, sometimes crowded.",4,Rewa,Madhya Pradesh,24.5374,81.3035
MP1157,BPCL Satna City Pump,BPCL,"High-speed pumps, friendly staff.",4.3,Satna,Madhya Pradesh,24.6004,80.8327
MP1158,IOCL Satna Filling,Indian Oil,"Reliable, clean, good fuel quality.",4.4,Satna,Madhya Pradesh,24.6006,80.8328
MP1159,HPCL Satna Pump,HPCL,"Efficient fueling, moderate wait times.",4.2,Satna,Madhya Pradesh,24.6008,80.8329
MP1160,Reliance Satna Fuel,Reliance,Clean and quick service.,4.3,Satna,Madhya Pradesh,24.601,80.833
MP1161,Shree Satna Petrol Pump,Independent,"Friendly staff, decent fuel quality.",4,Satna,Madhya Pradesh,24.6012,80.8331
MP1162,BPCL Hoshangabad Pump,BPCL,"Efficient fueling, clean facilities.",4.2,Hoshangabad,Madhya Pradesh,22.7481,77.7334
MP1163,IOCL Hoshangabad Station,Indian Oil,"Reliable service, friendly staff.",4.3,Hoshangabad,Madhya Pradesh,22.7483,77.7335
MP1164,HPCL Hoshangabad Pump,HPCL,"Good fuel quality, moderate wait times.",4,Hoshangabad,Madhya Pradesh,22.7485,77.7336
MP1165,Reliance Hoshangabad Fuel,Reliance,"Clean, quick service.",4.1,Hoshangabad,Madhya Pradesh,22.7487,77.7337
MP1166,Shree Ganesh Hoshangabad,Independent,"Friendly staff, efficient service.",4.2,Hoshangabad,Madhya Pradesh,22.7489,77.7338
MP1167,BPCL Guna Pump,BPCL,"Reliable service, clean facilities.",4.3,Guna,Madhya Pradesh,24.6488,77.3182
MP1168,IOCL Guna Fuel Station,Indian Oil,"Friendly staff, efficient fueling.",4.2,Guna,Madhya Pradesh,24.649,77.3183
MP1169,HPCL Guna Pump,HPCL,"Good fuel quality, moderate wait times.",4,Guna,Madhya Pradesh,24.6492,77.3184
MP1170,Reliance Guna Fuel,Reliance,"Clean facilities, quick service.",4.1,Guna,Madhya Pradesh,24.6494,77.3185
MP1171,Shree Ram Guna Station,Independent,"Friendly staff, decent fuel quality.",4.2,Guna,Madhya Pradesh,24.6496,77.3186
MP1172,BPCL Satpura Pump,BPCL,"Efficient fueling, friendly staff.",4.3,Jabalpur,Madhya Pradesh,23.184,79.956
MP1173,IOCL Vindhya Fuel Station,Indian Oil,"Clean facilities, reliable service.",4.4,Jabalpur,Madhya Pradesh,23.1842,79.9562
MP1174,HPCL Central Pump,HPCL,"Good fuel quality, moderate wait times.",4.2,Jabalpur,Madhya Pradesh,23.1844,79.9564
MP1175,Reliance Jabalpur Pump,Reliance,"Quick service, sometimes crowded.",4.1,Jabalpur,Madhya Pradesh,23.1846,79.9566
MP1176,Shree Maruti Filling Station,Independent,"Friendly staff, decent fuel quality.",4,Jabalpur,Madhya Pradesh,23.1848,79.9568
MP1177,BPCL Gwalior Central Pump,BPCL,"Reliable service, clean premises.",4.2,Gwalior,Madhya Pradesh,26.219,78.184
MP1178,IOCL Gwalior Express Pump,Indian Oil,"Friendly staff, efficient fueling.",4.3,Gwalior,Madhya Pradesh,26.2192,78.1842
MP1179,HPCL Gwalior Pump,HPCL,"Good fuel quality, moderate wait times.",4.1,Gwalior,Madhya Pradesh,26.2194,78.1844
MP1180,Reliance Gwalior Station,Reliance,Clean and quick service.,4.2,Gwalior,Madhya Pradesh,26.2196,78.1846
MP1181,Shree Krishna Pump,Independent,"Friendly staff, efficient service.",4,Gwalior,Madhya Pradesh,26.2198,78.1848
MP1182,BPCL Ujjain City Pump,BPCL,"Reliable service, clean premises.",4.3,Ujjain,Madhya Pradesh,23.1835,75.7795
MP1183,IOCL Ujjain Express Pump,Indian Oil,"Friendly staff, quick service.",4.4,Ujjain,Madhya Pradesh,23.1837,75.7797
MP1184,HPCL Ujjain Pump,HPCL,"Good fuel quality, moderate wait times.",4.2,Ujjain,Madhya Pradesh,23.1839,75.7799
MP1185,Reliance Ujjain Fuel,Reliance,"Clean facilities, efficient fueling.",4.1,Ujjain,Madhya Pradesh,23.1841,75.7801
MP1186,Shree Ram Ujjain Station,Independent,"Friendly staff, decent fuel quality.",4,Ujjain,Madhya Pradesh,23.1843,75.7803
MP1187,BPCL Sagar Central Pump,BPCL,"Efficient fueling, clean facilities.",4.3,Sagar,Madhya Pradesh,23.1835,78.7358
MP1188,IOCL Sagar Express Pump,Indian Oil,"Friendly staff, reliable service.",4.4,Sagar,Madhya Pradesh,23.1837,78.736
MP1189,HPCL Sagar Pump,HPCL,"Good fuel quality, moderate wait times.",4.1,Sagar,Madhya Pradesh,23.1839,78.7362
MP1190,Reliance Sagar Station,Reliance,Clean and quick service.,4.2,Sagar,Madhya Pradesh,23.1841,78.7364
MP1191,Shree Maruti Sagar Pump,Independent,"Friendly staff, efficient service.",4,Sagar,Madhya Pradesh,23.1843,78.7366
HSRP1192,Shree Sai Fuel,IndianOil,"Good service, clean station",5,Mumbai,Maharashtra,19.076,72.8777
HSRP1193,Royal Petrol,BP,"Long queues, slow service",2,Mumbai,Maharashtra,19.078,72.8785
HSRP1194,SpeedFuel,HP,Quick and friendly staff,4,Mumbai,Maharashtra,19.0745,72.879
HSRP1195,City Pump,Reliance,Fuel quality average,3,Mumbai,Maharashtra,19.0775,72.876
HSRP1196,Sunrise Petrol,IndianOil,Always crowded but okay,3,Mumbai,Maharashtra,19.075,72.875
HSRP1197,Dadar Fuel Stop,HP,Staff rude sometimes,2,Pune,Maharashtra,18.5204,73.8567
HSRP1198,Shivaji Petrol,BharatPet,"Very clean, good service",5,Pune,Maharashtra,18.521,73.8575
HSRP1199,Speedy Fuel,Reliance,Average experience,3,Pune,Maharashtra,18.519,73.855
HSRP1200,Sai Krupa Pump,IndianOil,Friendly staff,4,Pune,Maharashtra,18.5225,73.858
HSRP1201,Metro Fuel Hub,BP,Long waiting times,2,Pune,Maharashtra,18.523,73.859
HSRP1202,Nagari Pump,HP,"Fuel is good, service okay",4,Nagpur,Maharashtra,21.1458,79.0882
HSRP1203,Ajni Fuel Stop,IndianOil,"Staff helpful, but small station",4,Nagpur,Maharashtra,21.1465,79.089
HSRP1204,Eastern Petrol,BharatPet,"Crowded, average service",3,Nagpur,Maharashtra,21.147,79.0875
HSRP1205,Central Pump,Reliance,Fuel quality excellent,5,Nagpur,Maharashtra,21.145,79.086
HSRP1206,Sunrise Fuel,HP,"Okay, nothing special",3,Nagpur,Maharashtra,21.148,79.085
HSRP1207,Sahyadri Fuel,IndianOil,Excellent service,5,Nashik,Maharashtra,19.9975,73.7898
HSRP1208,Gateway Pump,BP,"Rude staff, slow",1,Nashik,Maharashtra,19.998,73.7905
HSRP1209,QuickFuel,Reliance,"Average, okay station",3,Nashik,Maharashtra,19.996,73.788
HSRP1210,Sai Fuel Stop,HP,"Friendly service, good experience",4,Nashik,Maharashtra,19.997,73.787
HSRP1211,Royal Pump,BharatPet,"Always clean, very good",5,Nashik,Maharashtra,19.995,73.786
HSRP1212,Kolhapur Fuel Hub,IndianOil,"Long lines, slow service",2,Kolhapur,Maharashtra,16.705,74.2433
HSRP1213,Mahalaxmi Petrol,BP,"Staff polite, quick service",4,Kolhapur,Maharashtra,16.706,74.244
HSRP1214,City Fuel Stop,Reliance,"Average, nothing special",3,Kolhapur,Maharashtra,16.704,74.242
HSRP1215,Shree Krupa Pump,HP,"Good fuel, friendly staff",5,Kolhapur,Maharashtra,16.707,74.245
HSRP1216,Supreme Petrol,BharatPet,"Crowded, average service",3,Kolhapur,Maharashtra,16.703,74.241
HSRP1217,Akola Fuel Stop,IndianOil,"Quick service, clean",4,Akola,Maharashtra,20.704,77.005
HSRP1218,Shivaji Petrol,HP,"Fuel is okay, staff helpful",3,Akola,Maharashtra,20.705,77.006
HSRP1219,City Pump Hub,BharatPet,"Long queues, average service",2,Akola,Maharashtra,20.703,77.004
HSRP1220,Sunrise Fuel,Reliance,"Clean station, good service",5,Akola,Maharashtra,20.706,77.007
HSRP1221,Metro Fuel Stop,IndianOil,"Staff friendly, fuel quality okay",4,Akola,Maharashtra,20.702,77.003
HSRP1222,Amravati Pump,HP,"Average station, long lines",3,Amravati,Maharashtra,20.933,77.75
HSRP1223,Sai Fuel Hub,BharatPet,Excellent service,5,Amravati,Maharashtra,20.934,77.751
HSRP1224,City Fuel Stop,Reliance,"Crowded, okay service",3,Amravati,Maharashtra,20.932,77.749
HSRP1225,Akola Petrol,IndianOil,Staff rude sometimes,2,Amravati,Maharashtra,20.935,77.752
HSRP1226,Sunrise Pump,HP,"Clean, fuel quality good",4,Amravati,Maharashtra,20.931,77.748
HSRP1227,Latur Fuel Stop,BP,"Okay experience, average service",3,Latur,Maharashtra,18.408,76.569
HSRP1228,Sai Krupa Petrol,IndianOil,"Friendly staff, good fuel",5,Latur,Maharashtra,18.409,76.57
HSRP1229,City Pump Hub,BharatPet,"Slow service, long queues",2,Latur,Maharashtra,18.407,76.568
HSRP1230,Sunrise Fuel,Reliance,"Clean, quick service",4,Latur,Maharashtra,18.41,76.571
HSRP1231,Metro Petrol,HP,Average experience,3,Latur,Maharashtra,18.406,76.567
HSRP1232,Nanded Fuel Hub,IndianOil,"Fuel quality excellent, staff polite",5,Nanded,Maharashtra,19.152,77.321
HSRP1233,Sai Petrol Stop,BP,Long waiting times,2,Nanded,Maharashtra,19.153,77.322
HSRP1234,City Fuel Stop,HP,"Clean station, okay service",3,Nanded,Maharashtra,19.151,77.32
HSRP1235,Sunrise Fuel,Reliance,"Friendly staff, quick service",4,Nanded,Maharashtra,19.154,77.323
HSRP1236,Metro Petrol,BharatPet,"Crowded, average service",3,Nanded,Maharashtra,19.15,77.319
HSRP1237,Jalgaon Fuel Hub,IndianOil,"Staff helpful, fuel good quality",4,Jalgaon,Maharashtra,21.007,75.562
HSRP1238,Sai Krupa Pump,BP,"Long lines, slow service",2,Jalgaon,Maharashtra,21.008,75.563
HSRP1239,City Petrol Stop,Reliance,"Average, nothing special",3,Jalgaon,Maharashtra,21.006,75.561
HSRP1240,Sunrise Fuel,HP,"Friendly staff, clean station",5,Jalgaon,Maharashtra,21.009,75.564
HSRP1241,Metro Fuel Hub,BharatPet,"Quick service, good experience",4,Jalgaon,Maharashtra,21.005,75.56
,,,,,,,,
HSRP1242,Shree Sai Fuel,IndianOil,"Staff friendly, fuel good quality",4,Thane,Maharashtra,19.2183,72.9781
HSRP1243,Metro Pump Hub,BP,Long waiting lines,2,Thane,Maharashtra,19.219,72.979
HSRP1244,City Fuel Stop,Reliance,Average service,3,Thane,Maharashtra,19.217,72.977
HSRP1245,Sunrise Petrol,HP,"Quick service, clean station",5,Thane,Maharashtra,19.22,72.98
HSRP1246,Royal Fuel Hub,BharatPet,"Crowded, staff polite",4,Thane,Maharashtra,19.216,72.976
HSRP1247,Nashik Road Pump,IndianOil,"Good service, clean pumps",4,Aurangabad,Maharashtra,19.8762,75.3433
HSRP1248,Sunrise Petrol,BP,"Long queues, average service",2,Aurangabad,Maharashtra,19.877,75.344
HSRP1249,Metro Fuel Stop,Reliance,Quick and friendly staff,5,Aurangabad,Maharashtra,19.875,75.342
HSRP1250,Sai Krupa Pump,HP,Fuel quality okay,3,Aurangabad,Maharashtra,19.878,75.345
HSRP1251,Royal Petrol Hub,BharatPet,"Staff polite, clean station",4,Aurangabad,Maharashtra,19.874,75.341
HSRP1252,City Fuel Stop,IndianOil,"Good fuel, average service",3,Solapur,Maharashtra,17.6599,75.9064
HSRP1253,Sunrise Pump,BP,Long waiting times,2,Solapur,Maharashtra,17.6605,75.907
HSRP1254,Metro Petrol Hub,Reliance,"Staff friendly, clean station",4,Solapur,Maharashtra,17.659,75.905
HSRP1255,Sai Fuel Stop,HP,"Quick service, okay fuel",3,Solapur,Maharashtra,17.661,75.908
HSRP1256,Royal Fuel Hub,BharatPet,"Crowded, average service",3,Solapur,Maharashtra,17.658,75.904
HSRP1257,Kolhapur Pump,IndianOil,"Clean station, friendly staff",5,Satara,Maharashtra,17.68,73.995
HSRP1258,Sunrise Petrol,BP,"Long queues, slow service",2,Satara,Maharashtra,17.681,73.996
HSRP1259,Metro Fuel Stop,Reliance,Average experience,3,Satara,Maharashtra,17.679,73.994
HSRP1260,Sai Krupa Pump,HP,"Good fuel, staff polite",4,Satara,Maharashtra,17.682,73.997
HSRP1261,Royal Petrol Hub,BharatPet,"Crowded, okay service",3,Satara,Maharashtra,17.678,73.993
HSRP1262,Amravati Fuel Hub,IndianOil,"Quick service, clean station",5,Chandrapur,Maharashtra,19.953,79.296
HSRP1263,Sunrise Petrol,BP,"Long lines, slow staff",2,Chandrapur,Maharashtra,19.954,79.297
HSRP1264,Metro Fuel Stop,Reliance,"Friendly staff, fuel quality good",4,Chandrapur,Maharashtra,19.952,79.295
HSRP1265,Sai Krupa Pump,HP,"Average service, okay fuel",3,Chandrapur,Maharashtra,19.955,79.298
HSRP1266,Royal Petrol Hub,BharatPet,"Clean, friendly staff",4,Chandrapur,Maharashtra,19.951,79.294
HSRP1267,Gadchiroli Pump,IndianOil,"Good service, fuel okay",4,Gadchiroli,Maharashtra,20.11,80.02
HSRP1268,Sunrise Petrol,BP,Staff rude sometimes,2,Gadchiroli,Maharashtra,20.111,80.021
HSRP1269,Metro Fuel Stop,Reliance,"Average station, nothing special",3,Gadchiroli,Maharashtra,20.109,80.019
HSRP1270,Sai Krupa Pump,HP,Clean and quick service,5,Gadchiroli,Maharashtra,20.112,80.022
HSRP1271,Royal Petrol Hub,BharatPet,"Crowded, fuel okay",3,Gadchiroli,Maharashtra,20.108,80.018
HSRP1272,Beed Fuel Stop,IndianOil,"Quick service, friendly staff",4,Beed,Maharashtra,18.99,75.765
HSRP1273,Sunrise Petrol,BP,"Long queues, slow staff",2,Beed,Maharashtra,18.991,75.766
HSRP1274,Metro Fuel Stop,Reliance,"Average station, fuel okay",3,Beed,Maharashtra,18.989,75.764
HSRP1275,Sai Krupa Pump,HP,"Staff polite, clean station",5,Beed,Maharashtra,18.992,75.767
HSRP1276,Royal Petrol Hub,BharatPet,"Crowded, average service",3,Beed,Maharashtra,18.988,75.763
HSRP1277,Ahmednagar Pump,IndianOil,"Friendly staff, good fuel",4,Ahmednagar,Maharashtra,19.096,74.754
HSRP1278,Sunrise Petrol,BP,Long waiting lines,2,Ahmednagar,Maharashtra,19.097,74.755
HSRP1279,Metro Fuel Stop,Reliance,Average experience,3,Ahmednagar,Maharashtra,19.095,74.753
